Invoice,Invoice Number*,Supplier Name,Supplier Number,Status,Invoice Date*,Submit For Approval?,Handling Amount,Misc Amount,Shipping Amount,Line Level Taxation*,Tax Amount,Tax Rate,Tax Code,Tax Rate Type,Supplier Note,Payment Terms,Shipping Terms,Requester Email,Requester Name,Requester Lookup Name,Chart of Accounts*,Currency,Contract Number,Image Scan Filename,Image Scan URL,Local Currency Net,Taxes In Origin Country Currency,Local Currency Gross,Delivery Number,Delivery Date,Margin Scheme,Invoice Issuance Time,Cash Register Operator,Means Of Payment,Unique Identification Code Of Cash Receipt,Security Code Of Issuer,Cash Accounting Scheme Reference,Exchange Rate,Gross Total,Invoice Control Total,Late Payment Penalties,Credit Reason,Early Payment Provisions,Pre-Payment Date,Self Billing Reference,Discount Amount,Reverse Charge Reference,Discount %,Credit Note differences with Original Invoice,Original Value of Supply,Correct Value of Supply,Customs Declaration Number,Customs Office,Customs Declaration Date,Payment Order Reference,Payment Order Number,Resolution Number,Amount of advance payment received,Type of Relationship,Invoice Reference Number (IRN),Series,Folio Number,Buyer Representative Name,Supplier Representative Name,Payment Schedule Terms,Transaction UUID,Transaction Notification Date,VAT Chargeability System,Ship To Name,Ship To Id,Ship To Attention,Ship To Street1,Ship To Street2,Ship To City,Ship To State,Ship To Postal Code,Ship to Country Code,Ship to Country Name,Ship to Location Code,Ship to VAT ID,Ship to Local Tax Number,Bill To Address Id,Bill To Address Legal Entity Name,Bill To Address Street,Bill To Address City,Bill To Address Postal Code,Bill To Address Country Code,Bill To Address Location Code,Bill To Address VAT ID,Bill To Address Local Tax Number,Override Tax Country Code,Remit To Address Street1,Remit To Address Street2,Remit To Address City,Remit To Address State,Remit To Address Postal Code,Remit To Address Country Code,Remit To Code,Remit To Tax Prefix,Remit To Tax Number,Remit To Tax Country Code,Remit To VAT ID,Remit To Local Tax Number,Invoice From Address Street1,Invoice From Address Street2,Invoice From Address City,Invoice From Address State,Invoice From Address Postal Code,Invoice From Address Country Code,Invoice From Code,Ship From Address Street1,Ship From Address Street2,Ship From Address City,Ship From Address State,Ship From Address Postal Code,Ship From Address Country Code,Ship From Code,Original invoice number,Original invoice date,Is Credit Note,Disputed Invoice Number,Dispute Resolution Credit Note Number,Supplier Tax Number,Buyer Tax Number,Date of Discovery of Facts Decisive for Correction,Place Of Supply,Split Payment Mechanism,Endorsement On Invoices,New Means Of Transport,Place Of Issuance,Amount Of Advance Payment,Supplier Invoice Issuer Name,Supplier Invoice Reviewer Name,Supplier Payment Collector Name,Signed QR Code,State Tax ID Number,State Tax ID Number for Substitute Taxpayer,Municipality Tax ID Number,Serial Code of Fiscal Invoice,Verification Code,Type of Document,Protocol Number,Nature of Operation,Type of Operation,Freight Type,Vehicle License Plate,National Enrollment of Conveyor,Volume Amount,Volume Gross Weight,Volume Liquid Weight,Volume Brand,Volume Type,Volume Numbering,Payment Agreement Notes,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Ship To Street3,Ship To Street4,Remit To Address Street3,Remit To Address Street4,Invoice From Address Street3,Invoice From Address Street4,Ship From Address Street3,Ship From Address Street4,Invoice Group,Batch ID,Posting Date,Comments to Supplier
Invoice Line,66474400,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 15440580 Item# W2721-268      ,,,8.18,,,,,,,EA,,,,,,,,,6,00814,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474401,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223687,,
Invoice Line,66474401,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10967642 Item# 2940217        ,,,21.34,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474402,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223677,,
Invoice Line,66474402,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10994933 Item# B2114-56       ,,,21,,,,,,,EA,,,,,,,,,6,00080,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474403,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223691,,
Invoice Line,66474403,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10997800 Item# W648-68        ,,,28.06,,,,,,,EA,,,,,,,,,4,02995,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474404,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223684,,
Invoice Line,66474404,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11000466 Item# 9810366        ,,,14.3,,,,,,,EA,,,,,,,,,3,01496,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474405,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223685,,
Invoice Line,66474405,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11011657 Item# B221-96        ,,,16.34,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474455,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.5,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223681,,
Invoice Line,66474455,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10778227 Item# D163-223       ,,,25.89,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474456,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.97,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223679,,
Invoice Line,66474456,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10793444 Item# D380-624       ,,,18.9,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474457,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.97,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223682,,
Invoice Line,66474457,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10793449 Item# D380-624       ,,,18.9,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474458,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,53.94,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223674,,
Invoice Line,66474458,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10817735 Item# D163-223       ,,,99.05,,,,,,,EA,,,,,,,,,6,04578,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474459,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,9.71,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223675,,
Invoice Line,66474459,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11008223 Item# 2780225        ,,,16.27,,,,,,,EA,,,,,,,,,6,00035,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474460,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223672,,
Invoice Line,66474460,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11011534 Item# B221-57        ,,,6,,,,,,,EA,,,,,,,,,6,04101,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474461,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223680,,
Invoice Line,66474461,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11011592 Item# 2480338        ,,,18.96,,,,,,,EA,,,,,,,,,6,02100,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474462,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223687,,
Invoice Line,66474462,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11011641 Item# B221-57        ,,,15.66,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474463,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.37,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223677,,
Invoice Line,66474463,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11013933 Item# 1800512        ,,,34.47,,,,,,,EA,,,,,,,,,6,01798,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474464,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.37,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223691,,
Invoice Line,66474464,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11014726 Item# B070-97        ,,,10.34,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474597,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,27.42,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223684,,
