Invoice,Invoice Number*,Supplier Name,Supplier Number,Status,Invoice Date*,Submit For Approval?,Handling Amount,Misc Amount,Shipping Amount,Line Level Taxation*,Tax Amount,Tax Rate,Tax Code,Tax Rate Type,Supplier Note,Payment Terms,Shipping Terms,Requester Email,Requester Name,Requester Lookup Name,Chart of Accounts*,Currency,Contract Number,Image Scan Filename,Image Scan URL,Local Currency Net,Taxes In Origin Country Currency,Local Currency Gross,Delivery Number,Delivery Date,Margin Scheme,Invoice Issuance Time,Cash Register Operator,Means Of Payment,Unique Identification Code Of Cash Receipt,Security Code Of Issuer,Cash Accounting Scheme Reference,Exchange Rate,Gross Total,Invoice Control Total,Late Payment Penalties,Credit Reason,Early Payment Provisions,Pre-Payment Date,Self Billing Reference,Discount Amount,Reverse Charge Reference,Discount %,Credit Note differences with Original Invoice,Original Value of Supply,Correct Value of Supply,Customs Declaration Number,Customs Office,Customs Declaration Date,Payment Order Reference,Payment Order Number,Resolution Number,Amount of advance payment received,Type of Relationship,Invoice Reference Number (IRN),Series,Folio Number,Buyer Representative Name,Supplier Representative Name,Payment Schedule Terms,Transaction UUID,Transaction Notification Date,VAT Chargeability System,Ship To Name,Ship To Id,Ship To Attention,Ship To Street1,Ship To Street2,Ship To City,Ship To State,Ship To Postal Code,Ship to Country Code,Ship to Country Name,Ship to Location Code,Ship to VAT ID,Ship to Local Tax Number,Bill To Address Id,Bill To Address Legal Entity Name,Bill To Address Street,Bill To Address City,Bill To Address Postal Code,Bill To Address Country Code,Bill To Address Location Code,Bill To Address VAT ID,Bill To Address Local Tax Number,Override Tax Country Code,Remit To Address Street1,Remit To Address Street2,Remit To Address City,Remit To Address State,Remit To Address Postal Code,Remit To Address Country Code,Remit To Code,Remit To Tax Prefix,Remit To Tax Number,Remit To Tax Country Code,Remit To VAT ID,Remit To Local Tax Number,Invoice From Address Street1,Invoice From Address Street2,Invoice From Address City,Invoice From Address State,Invoice From Address Postal Code,Invoice From Address Country Code,Invoice From Code,Ship From Address Street1,Ship From Address Street2,Ship From Address City,Ship From Address State,Ship From Address Postal Code,Ship From Address Country Code,Ship From Code,Original invoice number,Original invoice date,Is Credit Note,Disputed Invoice Number,Dispute Resolution Credit Note Number,Supplier Tax Number,Buyer Tax Number,Date of Discovery of Facts Decisive for Correction,Place Of Supply,Split Payment Mechanism,Endorsement On Invoices,New Means Of Transport,Place Of Issuance,Amount Of Advance Payment,Supplier Invoice Issuer Name,Supplier Invoice Reviewer Name,Supplier Payment Collector Name,Signed QR Code,State Tax ID Number,State Tax ID Number for Substitute Taxpayer,Municipality Tax ID Number,Serial Code of Fiscal Invoice,Verification Code,Type of Document,Protocol Number,Nature of Operation,Type of Operation,Freight Type,Vehicle License Plate,National Enrollment of Conveyor,Volume Amount,Volume Gross Weight,Volume Liquid Weight,Volume Brand,Volume Type,Volume Numbering,Payment Agreement Notes,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Ship To Street3,Ship To Street4,Remit To Address Street3,Remit To Address Street4,Invoice From Address Street3,Invoice From Address Street4,Ship From Address Street3,Ship From Address Street4,Invoice Group,Batch ID,Posting Date,Comments to Supplier
Invoice Line,66474597,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10943154 Item# B1145-231      ,,,44.64,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474598,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,13.71,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223685,,
Invoice Line,66474598,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10965123 Item# B1145-231      ,,,22.32,,,,,,,EA,,,,,,,,,6,00410,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474599,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,10.37,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223681,,
Invoice Line,66474599,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10975709 Item# 3240217        ,,,15.69,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474600,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,36.79,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223679,,
Invoice Line,66474600,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10980131 Item# 5610349        ,,,60,,,,,,,EA,,,,,,,,,6,00834,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474601,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,50.82,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223682,,
Invoice Line,66474601,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11007985 Item# 3150317        ,,,19.42,,,,,,,EA,,,,,,,,,4,02969,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66474602,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/07/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223674,,
Invoice Line,66474602,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11015677 Item# 3540225        ,,,15.76,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501068,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223675,,
Invoice Line,66501068,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10771089 Item# B660-57        ,,,32.41,,,,,,,EA,,,,,,,,,6,03510,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501069,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223672,,
Invoice Line,66501069,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10977058 Item# 1700435        ,,,26.07,,,,,,,EA,,,,,,,,,6,00634,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501070,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223680,,
Invoice Line,66501070,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10978326 Item# 9600602        ,,,33.34,,,,,,,EA,,,,,,,,,6,01022,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501071,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,48.1,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223687,,
Invoice Line,66501071,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10980119 Item# 5610311        ,,,26.66,,,,,,,EA,,,,,,,,,6,00834,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501072,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,17.9,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223677,,
Invoice Line,66501072,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10980143 Item# 5610355        ,,,40,,,,,,,EA,,,,,,,,,6,00834,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501073,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223691,,
Invoice Line,66501073,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11017914 Item# B2114-36       ,,,21,,,,,,,EA,,,,,,,,,6,00326,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501150,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,8.35,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223684,,
Invoice Line,66501150,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 15572432 Item# W440-24        ,,,24.73,,,,,,,EA,,,,,,,,,6,04659,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501151,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,8.06,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223685,,
Invoice Line,66501151,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10984005 Item# W440-24        ,,,22.73,,,,,,,EA,,,,,,,,,3,01119,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501152,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223681,,
Invoice Line,66501152,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10985223 Item# D154-223       ,,,1.13,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501153,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223679,,
Invoice Line,66501153,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 10987403 Item# B2615-58       ,,,3,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501154,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,27.29,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223682,,
Invoice Line,66501154,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# JAIME -JOSEPH MATINEZ Item# 3990525        ,,,26.56,,,,,,,EA,,,,,,,,,6,01859,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501155,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,24.82,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223674,,
Invoice Line,66501155,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11008069 Item# 3380394        ,,,38.7,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501156,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223675,,
Invoice Line,66501156,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11016203 Item# 8460438        ,,,46.7,,,,,,,EA,,,,,,,,,6,00082,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501157,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223672,,
Invoice Line,66501157,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11016572 Item# 5290602        ,,,16.98,,,,,,,EA,,,,,,,,,3,02554,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501158,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223680,,
Invoice Line,66501158,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11018032 Item# 7450294        ,,,5.65,,,,,,,EA,,,,,,,,,6,01793,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501159,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223687,,
Invoice Line,66501159,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# MICHAEL H Item# 1220638        ,,,26.68,,,,,,,EA,,,,,,,,,4,02387,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501160,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,7.99,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223677,,
Invoice Line,66501160,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# MICHAEL HENY Item# 1220635        ,,,26.68,,,,,,,EA,,,,,,,,,4,02387,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501161,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223691,,
Invoice Line,66501161,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 11018380 Item# 1220635        ,,,20.02,,,,,,,EA,,,,,,,,,80,C0080,127010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501280,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,10.37,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223684,,
Invoice Line,66501280,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,1,Ashley PO# 14402917 Item# 7540713        ,,,29.34,,,,,,,EA,,,,,,,,,6,02404,662050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invoice,66501281,"ASHLEY FURNITURE IND, INC (54612-0000)",RAC-285431,,07/08/2025,Yes,,,,no,,,,,,,,,,,Chart of Accounts,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223685,,
